ZDB-GENE-040426-2724
ZDB-GENE-990415-81
ZDB-GENE-030131-9700
ZDB-GENE-000509-2
ZDB-GENE-041014-63
ZDB-GENE-030826-26
ZDB-GENE-050419-146
ZDB-GENE-030131-3435
ZDB-GENE-040824-3
ZDB-GENE-050522-73
ZDB-GENE-050522-305
ZDB-GENE-040426-1625
ZDB-GENE-040718-310
ZDB-GENE-060421-4031
ZDB-GENE-041001-137
ZDB-GENE-010605-3
ZDB-GENE-030819-1
ZDB-GENE-040426-1811
ZDB-GENE-050211-2
ZDB-GENE-051129-1
ZDB-GENE-111005-2
ZDB-GENE-071207-2
ZDB-GENE-040702-1
ZDB-GENE-990415-162
ZDB-GENE-010426-2
ZDB-GENE-070117-2501
ZDB-GENE-131127-77
ZDB-GENE-060512-114
ZDB-GENE-060824-4
ZDB-GENE-060312-7
ZDB-GENE-030131-1233
ZDB-GENE-081105-111
ZDB-GENE-070209-223
ZDB-GENE-040912-89
ZDB-GENE-030131-4086
ZDB-GENE-030429-35
ZDB-GENE-131119-26
ZDB-GENE-980526-290
ZDB-GENE-050320-47
ZDB-GENE-061103-619
ZDB-GENE-070424-72
ZDB-GENE-060503-754
ZDB-GENE-040718-425
ZDB-GENE-990415-128
ZDB-GENE-030131-3019
ZDB-GENE-131127-417
ZDB-GENE-030131-7347
ZDB-GENE-030131-1312
ZDB-GENE-050320-109
ZDB-GENE-060616-396
ZDB-GENE-070824-4
ZDB-GENE-050417-263
ZDB-GENE-030131-1213
ZDB-GENE-040718-102
ZDB-GENE-071207-1
ZDB-GENE-040718-335
ZDB-GENE-100922-6
ZDB-GENE-041010-9
ZDB-GENE-040426-1376
ZDB-GENE-030131-9823
ZDB-GENE-030131-5767
ZDB-GENE-040426-939
ZDB-GENE-050823-3
ZDB-GENE-080926-3
ZDB-GENE-090313-190
ZDB-GENE-120215-253
ZDB-GENE-060503-169
ZDB-GENE-060503-153
ZDB-GENE-101223-3
ZDB-GENE-030131-3250
ZDB-GENE-050208-666
ZDB-GENE-061103-601
ZDB-GENE-030131-6226
ZDB-GENE-071012-1
ZDB-GENE-061103-301
ZDB-GENE-050517-9
ZDB-GENE-070424-84
ZDB-GENE-050309-29
ZDB-GENE-130404-1
ZDB-GENE-060825-204
ZDB-GENE-050419-250
ZDB-GENE-050419-67
ZDB-GENE-060503-226
ZDB-GENE-060503-308
ZDB-GENE-990415-85
ZDB-GENE-030616-78
ZDB-GENE-070912-39
ZDB-GENE-061009-17
ZDB-GENE-050320-5
ZDB-GENE-061013-702
ZDB-GENE-120822-1
ZDB-GENE-050417-214
ZDB-GENE-041111-192
ZDB-GENE-030131-3121
ZDB-GENE-001205-2
ZDB-GENE-061013-567
ZDB-GENE-050506-136
ZDB-GENE-130531-3
ZDB-GENE-041111-225
ZDB-GENE-040426-2172
ZDB-GENE-030131-3532
ZDB-GENE-091130-1
ZDB-GENE-141215-28
ZDB-GENE-100923-1
ZDB-GENE-031006-12
ZDB-GENE-070705-554
ZDB-GENE-101021-4
ZDB-GENE-100922-114
ZDB-GENE-130530-783
ZDB-GENE-121120-2
ZDB-GENE-091118-46
ZDB-GENE-130531-12
ZDB-GENE-090710-3
ZDB-GENE-070410-23
ZDB-GENE-081104-155
ZDB-GENE-030131-7531
ZDB-GENE-050309-79
ZDB-GENE-101230-1
ZDB-GENE-021231-3
ZDB-GENE-080204-90
ZDB-GENE-030131-8760
ZDB-GENE-080214-2
ZDB-GENE-080721-2
ZDB-GENE-081104-397
ZDB-GENE-131127-271
ZDB-GENE-030131-9826
ZDB-GENE-130221-1
ZDB-GENE-080204-50
ZDB-GENE-050320-36
ZDB-GENE-121214-344
ZDB-GENE-030131-8244
ZDB-GENE-050411-6
ZDB-GENE-091204-452
ZDB-GENE-061207-20
ZDB-GENE-091204-67
ZDB-GENE-050417-373
ZDB-GENE-050411-41
ZDB-GENE-050506-38
ZDB-GENE-050522-264
ZDB-GENE-131127-231
ZDB-GENE-121214-39
ZDB-GENE-121214-291
ZDB-GENE-070719-3
ZDB-GENE-030131-9858
ZDB-GENE-070112-592
ZDB-GENE-090521-2
ZDB-GENE-111109-3
ZDB-GENE-010426-5
ZDB-GENE-120824-2
ZDB-GENE-041001-212
ZDB-GENE-110310-3
ZDB-GENE-050506-148
ZDB-GENE-081022-49
ZDB-GENE-091204-260
ZDB-GENE-081104-210
ZDB-GENE-131119-14
ZDB-GENE-091118-81
ZDB-GENE-061009-18
ZDB-GENE-061207-21
ZDB-GENE-030131-7957
ZDB-GENE-070705-323
ZDB-GENE-060503-841
ZDB-GENE-090313-288
ZDB-GENE-091204-95
ZDB-GENE-090313-365
ZDB-GENE-030131-7638
ZDB-GENE-060526-285
ZDB-GENE-030131-7677
ZDB-GENE-060526-179
ZDB-GENE-030616-157
ZDB-GENE-030131-5686
ZDB-GENE-130531-7
ZDB-GENE-110411-217
ZDB-GENE-110914-243
ZDB-GENE-080829-14
ZDB-GENE-131121-310
ZDB-GENE-131127-227
ZDB-GENE-131120-8
ZDB-GENE-040801-188
ZDB-GENE-131121-171
ZDB-GENE-070620-11
ZDB-GENE-030131-5286
ZDB-GENE-080829-13
ZDB-GENE-040718-410
ZDB-GENE-040426-2881
ZDB-GENE-070202-4
ZDB-GENE-070501-4
ZDB-GENE-030131-9126
ZDB-GENE-061201-9
ZDB-GENE-051120-57
ZDB-GENE-061013-59
ZDB-GENE-131127-386
ZDB-GENE-030131-6378
ZDB-GENE-170327-2
ZDB-GENE-061103-283
ZDB-GENE-030131-2752
ZDB-GENE-061013-139
ZDB-GENE-030131-5485
ZDB-GENE-040426-2018
ZDB-GENE-040426-1315
ZDB-GENE-081022-193
ZDB-GENE-030131-338
ZDB-GENE-060825-43
ZDB-GENE-041220-1
ZDB-GENE-050706-155
ZDB-GENE-980526-176
ZDB-GENE-080220-57
ZDB-GENE-041210-60
ZDB-GENE-990415-78
ZDB-GENE-050726-1
ZDB-GENE-131121-181
ZDB-GENE-061201-30
ZDB-GENE-040426-1754
ZDB-GENE-020419-24
ZDB-GENE-031118-45
ZDB-GENE-050604-1
ZDB-GENE-100812-7
ZDB-GENE-090311-8
ZDB-GENE-090313-168
ZDB-GENE-030131-212
ZDB-GENE-090310-1
ZDB-GENE-070912-512
ZDB-GENE-030131-6366
ZDB-GENE-031001-11
ZDB-GENE-000208-17
ZDB-GENE-030131-5889
ZDB-GENE-100922-108
ZDB-GENE-070620-24
ZDB-GENE-050517-15
ZDB-GENE-070410-120
ZDB-GENE-040426-2666
ZDB-GENE-120215-149
ZDB-GENE-080917-14
ZDB-GENE-090313-369
ZDB-GENE-160728-147
ZDB-GENE-030131-3671
ZDB-GENE-131127-323
